CosMx™ Human Universal Cell Characterization Panel  - Gene and Probe Details,,,,,,
Display Name,Gene Symbol(s),Gene Name(s),Alias(es),Panel Type,,CodeClass
MPO,MPO,myeloperoxidase,,Core,,
MRC1,MRC1,mannose receptor C-type 1,"mannose receptor, C type 1-like 1,mannose receptor, C type 1; macrophage mannose receptor; CLEC13D,CD206,bA541I19.1,CLEC13DL",Core,,
MRC2,MRC2,mannose receptor C type 2,"C-type lectin domain family 13 member E,endocytic receptor 180; mannose receptor, C type 2; KIAA0709,ENDO180,CLEC13E,CD280",Core,,
MS4A1,MS4A1,membrane spanning 4-domains A1,"membrane-spanning 4-domains, subfamily A, member 1; B1,Bp35,FMC7",Core,,
MS4A4A,MS4A4A,membrane spanning 4-domains A4A,"CD20L1,MS4A7; membrane-spanning 4-domains, subfamily A, member 4,membrane-spanning 4-domains, subfamily A, member 4A",Core,,
MS4A6A,MS4A6A | MS4A6E,membrane spanning 4-domains A6A | membrane spanning 4-domains A6E,"CD20L3; membrane-spanning 4-domains, subfamily A, member 6A | membrane-spanning 4-domains, subfamily A, member 6E",Core,,
MSMB,MSMB,microseminoprotein beta,"PSP-94,PSP57,PSP94,IGBF,MSP,MSPB,PN44,PRPS,PSP; beta-microseminoprotein; microseminoprotein, beta-",Core,,
MSR1,MSR1,macrophage scavenger receptor 1,"SCARA1,CD204,SR-AI,SR-AII,SR-AIII,SR-A",Core,,
MST1R,MST1R,macrophage stimulating 1 receptor,"c-met-related tyrosine kinase; PTK8 protein tyrosine kinase 8,S13 erythroblastosis (avian) oncogene homolog,S13 avian erythroblastosis oncogene homolog; CDw136,CD136",Core,,
MT1X,MT1X,metallothionein 1X,MT-1l,Core,,
MT2A,MT2A,metallothionein 2A,,Core,,
MTOR,MTOR,mechanistic target of rapamycin kinase,"FK506 binding protein 12-rapamycin associated protein 1,mechanistic target of rapamycin (serine/threonine kinase),mechanistic target of rapamycin; RAFT1,RAPT1,FLJ44809; FK506 binding protein 12-rapamycin associated protein 2,rapamycin target protein,FKBP12-rapamycin complex-associated protein 1,FKBP-rapamycin associated protein,rapamycin associated protein FRAP2,dJ576K7.1 (FK506 binding protein 12-rapamycin associated protein 1),rapamycin and FKBP12 target 1,mammalian target of rapamycin",Core,,
MX1,MX1,MX dynamin like GTPase 1,"IFI-78K,MxA,lncMX1-215; interferon-inducible protein p78; myxovirus (influenza) resistance 1, homolog of murine (interferon-inducible protein p78),myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)",Core,,
MXRA8,MXRA8,matrix remodeling associated 8,matrix-remodelling associated 8; DKFZp586E2023; limitrin,Core,,
MYC,MYC,"MYC proto-oncogene, bHLH transcription factor","c-Myc,bHLHe39,MYCC; v-myc avian myelocytomatosis viral oncogene homolog",Core,,
MYH11,MYH11,myosin heavy chain 11,"SMMHC,SMHC,SMMS-1; myosin, heavy polypeptide 11, smooth muscle",Core,,
MYH6,MYH6,myosin heavy chain 6,"myosin, heavy polypeptide 6, cardiac muscle, alpha (cardiomyopathy, hypertrophic 1); cardiomyopathy, hypertrophic 1",Core,,
MYL12A,MYL12A | MYL12B | MYL12BP2,myosin light chain 12A | myosin light chain 12B | MYL12B pseudogene 2,"MLCB,MYL2B,MRLC3,MRCL3; myosin, light polypeptide, regulatory, non-sarcomeric (20kD),myosin, light chain 12A, regulatory, non-sarcomeric; myosin regulatory light chain 3 | myosin regulatory light chain 2; myosin, light chain 12B, regulatory; MRLC2 | myosin, light chain 12B pseudogene 2",Core,,
MYL4,MYL4,myosin light chain 4,"ALC1,AMLC,GT1,PRO1957; myosin, atrial/fetal muscle, light chain,atrial myosin light chain 1; myosin, light polypeptide 4, alkali; atrial, embryonic,myosin, light chain 4, alkali; atrial, embryonic",Core,,
MYL7,MYL7,myosin light chain 7,"MYLC2A,MYL2A; myosin, light polypeptide 7, regulatory,myosin, light chain 7, regulatory",Core,,
MYL9,MYL9,myosin light chain 9,"myosin, light polypeptide 9, regulatory,myosin, light chain 9, regulatory; MYRL2,MLC2,LC20,MRLC1; myosin regulatory light chain 2, smooth muscle isoform,myosin regulatory light chain 1",Core,,
MZB1,MZB1,marginal zone B and B1 cell specific protein,"plasma cell-induced ER protein 1,proapoptotic caspase adaptor protein,mesenteric oestrogen-dependent adipose gene- 7; marginal zone B and B1 cell-specific protein; PACAP,MGC29506,HSPC190,pERp1,MEDA-7",Core,,
MZT2A/B,MZT2A | MZT2B,mitotic spindle organizing protein 2A | mitotic spindle organizing protein 2B,"mitotic-spindle organizing protein associated with a ring of gamma-tubulin 2A; family with sequence similarity 128, member A; MOZART2A | mitotic-spindle organizing protein associated with a ring of gamma-tubulin 2B; family with sequence similarity 128, member B; FLJ14346,MOZART2B",Core,,
NACA,NACA | NACA2 | NACA4P,"nascent polypeptide associated complex subunit alpha | nascent polypeptide associated complex subunit alpha 2 | NACA family member 4, pseudogene","NACA1; nascent-polypeptide-associated complex alpha polypeptide | MGC71999; nascent-polypeptide-associated complex alpha polypeptide-like; alpha-NAC protein | FKSG17; nascent-polypeptide-associated complex alpha polypeptide pseudogene 1,nascent polypeptide associated complex alpha subunit pseudogene 1,NACA pseudogene 1",Core,,
NANOG,NANOG | NANOGP8,Nanog homeobox | Nanog homeobox retrogene P8,"FLJ12581,FLJ40451 | Nanog homeobox pseudogene 8",Core,,
NCAM1,NCAM1,neural cell adhesion molecule 1,"NCAM,CD56",Add-On,,
NCR1,NCR1,natural cytotoxicity triggering receptor 1,"lymphocyte antigen 94 (mouse) homolog (activating NK-receptor; NK-p46); NK-p46,NKP46,CD335",Core,,
NDRG1,NDRG1,N-myc downstream regulated 1,"DRG1,RTP,TDD5,NDR1",Core,,
NDUFA4L2,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2,"NADH-ubiquinone oxidoreductase MLRQ subunit homolog,cytochrome c oxidase subunit FA4 like 2,mitochondrial stress response hypoxia; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2,NDUFA4, mitochondrial complex associated like 2; NUOMS,FLJ26118,COXFA4L2,MISTRH",Add-On,,
NEAT1,FRMD8 | NEAT1,FERM domain containing 8 | nuclear paraspeckle assembly transcript 1,"FLJ90369,FKSG44,iTAP; iRhom Tail-Associated Protein | non-protein coding RNA 84,nuclear paraspeckle assembly transcript 1 (non-protein coding); trophoblast derived non-protein coding RNA,nuclear enriched abundant transcript 1,long intergenic non-protein coding RNA 84,virus inducible non-coding RNA; TncRNA,MENepsilon/beta,LINC00084,VINC",Core,,
NELL2,NELL2,neural EGFL like 2,"nel (chicken)-like 2,NEL-like 2 (chicken); NRP2",Core,,
NFKB1,NFKB1,nuclear factor kappa B subunit 1,"nuclear factor of kappa light polypeptide gene enhancer in B-cells 1; KBF1,p105,NFKB-p50,p50,NF-kappaB,NFkappaB,NF-kB1; Nuclear factor NF-kappa-B p105 subunit",Core,,
NFKBIA,NFKBIA,NFKB inhibitor alpha,"NF-kappa-B inhibitor alpha; IKBA,MAD-3,IkappaBalpha; nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha",Core,,
NGFR,NGFR,nerve growth factor receptor,"TNFRSF16,CD271,p75NTR; nerve growth factor receptor (TNFR superfamily, member 16); low affinity nerve growth factor receptor,TNFR superfamily, member 16",Core,,
NKG7,NKG7,natural killer cell granule protein 7,"GIG1,GMP-17; natural killer cell group 7 sequence; granule membrane protein 17",Core,,
NLRC4,NLRC4,NLR family CARD domain containing 4,"caspase recruitment domain family, member 12; CLAN1,ipaf,CLANA,CLANB,CLANC,CLAND,CLR2.1,CLAN; nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 4,NOD-like receptor C4",Core,,
NLRC5,NLRC5,NLR family CARD domain containing 5,"NOD27,CLR16.1,FLJ21709; nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 5,NOD-like receptor C5",Core,,
NLRP1,NLRP1,NLR family pyrin domain containing 1,"KIAA0926,DKFZp586O1822,CARD7,NAC,CLR17.1,DEFCAP,VAMAS1; nucleotide-binding oligomerization domain, leucine rich repeat and pyrin domain containing 1; NACHT, leucine rich repeat and PYD (pyrin domain) containing 1,systemic lupus erythematosus, vitiligo-related 1",Core,,
NLRP2,NLRP2,NLR family pyrin domain containing 2,"NACHT, leucine rich repeat and PYD containing 2; nucleotide-binding oligomerization domain, leucine rich repeat and pyrin domain containing 2; FLJ20510,PYPAF2,NBS1,PAN1,CLR19.9",Core,,
NLRP3,NLRP3,NLR family pyrin domain containing 3,"Cryopyrin,nucleotide-binding oligomerization domain, leucine rich repeat and pyrin domain containing 3; cold autoinflammatory syndrome 1,deafness, autosomal dominant 34; AGTAVPRL,AII,AVP,FCAS,FCU,NALP3,PYPAF1,MWS,CLR1.1",Core,,
NOD2,NOD2,nucleotide binding oligomerization domain containing 2,"nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 2,NOD-like receptor C2,NLR family, CARD domain containing 2; BLAU,CD,PSORAS1,CLR16.3,NLRC2; caspase recruitment domain family, member 15",Core,,
NOSIP,NOSIP,nitric oxide synthase interacting protein,CGI-25,Core,,
NOTCH1,NOTCH1,notch receptor 1,"Notch (Drosophila) homolog 1 (translocation-associated),Notch homolog 1, translocation-associated (Drosophila),notch 1",Core,,
NOTCH2,NOTCH2,notch receptor 2,"Notch (Drosophila) homolog 2,Notch homolog 2 (Drosophila),notch 2",Core,,
NOTCH3,NOTCH3,notch receptor 3,"Notch (Drosophila) homolog 3,Notch homolog 3 (Drosophila),notch 3; CASIL",Core,,
NPPC,NPPC,natriuretic peptide C,CNP; natriuretic peptide precursor C,Core,,
NPR1,NPR1,natriuretic peptide receptor 1,"GUCY2A,ANPa; guanylate cyclase A; atrionatriuretic peptide receptor A,natriuretic peptide receptor A",Core,,
NPR2,NPR2,natriuretic peptide receptor 2,"GUCY2B,ANPb,GC-B; acromesomelic dysplasia, Maroteaux type,atrionatriuretic peptide receptor B,natriuretic peptide receptor B; guanylate cyclase 2B,guanylyl cyclase B",Core,,
NPR3,NPR3,natriuretic peptide receptor 3,"GUCY2B,FLJ14054; guanylate cyclase C; chromosome 5 open reading frame 23,atrionatriuretic peptide receptor C,natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C),natriuretic peptide receptor C",Core,,
NR1H2,NR1H2,nuclear receptor subfamily 1 group H member 2,"ubiquitously-expressed nuclear receptor,nuclear receptor subfamily 1, group H, member 2; NER,NER-I,RIP15,LXR-b,LXRb; liver X receptor-beta",Core,,
NR1H3,NR1H3,nuclear receptor subfamily 1 group H member 3,"LXR-a,RLD-1,LXRa; nuclear receptor subfamily 1, group H, member 3; liver X receptor-alpha",Core,,
NR2F2,NR2F2,nuclear receptor subfamily 2 group F member 2,"nuclear receptor subfamily 2, group F, member 2; COUP transcription factor II; COUP-TFII,COUPTFB,SVP40,NF-E3,COUPTF2",Add-On,,
NR3C1,NR3C1,nuclear receptor subfamily 3 group C member 1,"GR; glucocorticoid receptor,nuclear receptor subfamily 3, group C, member 1,nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)",Core,,
NRG1,NRG1,neuregulin 1,"NRG1 intronic transcript 2 (non-protein coding); HRG,NDF,GGF",Core,,
NRXN1,NRXN1,neurexin 1,"KIAA0578,Hs.22998",Core,,
NRXN3,NRXN3,neurexin 3,chromosome 14 open reading frame 60; KIAA0743,Core,,
NTRK2,NTRK2,neurotrophic receptor tyrosine kinase 2,"neurotrophic tyrosine kinase, receptor, type 2; BDNF/NT-3 growth factors receptor; TRKB",Core,,
NUPR1,NUPR1,"nuclear protein 1, transcriptional regulator","COM1,p8; candidate of metastasis 1",Add-On,,
NUSAP1,NUSAP1,nucleolar and spindle associated protein 1,"FLJ13421,LNP,ANKT,SAPL,BM037,PRO0310p1,Q0310",Core,,
OAS1,OAS1,2'-5'-oligoadenylate synthetase 1,"2',5'-oligoadenylate synthetase 1 (40-46 kD),2'-5'-oligoadenylate synthetase 1, 40/46kDa; OIASI,IFI-4; 2'-5' oligoadenylate synthase 1",Core,,
OAS2,OAS2,2'-5'-oligoadenylate synthetase 2,"2'-5'-oligoadenylate synthetase 2 (69-71 kD),2'-5'-oligoadenylate synthetase 2, 69/71kDa",Core,,
OAS3,OAS3,2'-5'-oligoadenylate synthetase 3,"2'-5'-oligoadenylate synthetase 3 (100 kD),2'-5'-oligoadenylate synthetase 3, 100kDa",Core,,
OASL,OASL,2'-5'-oligoadenylate synthetase like,"2'-5'-oligoadenylate synthetase-like; TRIP14,p59OASL,OASL1",Core,,
OLFM4,OLFM4,olfactomedin 4,"OlfD,GW112,GC1",Core,,
OLR1,OLR1,oxidized low density lipoprotein receptor 1,"oxidised low density lipoprotein (lectin-like) receptor 1; LOX-1,SCARE1,CLEC8A",Core,,
OSM,OSM,oncostatin M,MGC20461,Core,,
OSMR,OSMR,oncostatin M receptor,"Oncostatin-M-specific receptor subunit beta; OSMRB,OSMRbeta",Core,,
P2RX5,P2RX5 | P2RX5-TAX1BP3,purinergic receptor P2X 5 | P2RX5-TAX1BP3 readthrough (NMD candidate),"P2X5,LRH-1; purinergic receptor P2X, ligand-gated ion channel, 5 | ",Core,,
PARP1,PARP1,poly(ADP-ribose) polymerase 1,"ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase),poly (ADP-ribose) polymerase family, member 1; PARP,ARTD1,Poly-PARP,PARS",Core,,
PCNA,PCNA,proliferating cell nuclear antigen,,Core,,
PDCD1,PDCD1,programmed cell death 1,"CD279,PD1,hSLE1,PD-1; systemic lupus erythematosus susceptibility 2",Core,,
PDCD1LG2,PDCD1LG2,programmed cell death 1 ligand 2,"B7 dendritic cell molecule; PD-L2,Btdc,PDL2,bA574F11.2,CD273,B7-DC",Core,,
PDGFA,PDGFA,platelet derived growth factor subunit A,"PDGF1,PDGF-A; platelet-derived growth factor alpha polypeptide; PDGF A-chain,platelet-derived growth factor alpha chain",Core,,
PDGFB,PDGFB,platelet derived growth factor subunit B,"SSV; oncogene SIS,becaplermin; platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog),platelet-derived growth factor beta polypeptide",Core,,
PDGFC,PDGFC,platelet derived growth factor C,"SCDGF,fallotein",Core,,
PDGFD,PDGFD,platelet derived growth factor D,"spinal cord derived growth factor B; SCDGF-B,MSTP036,IEGF",Core,,
PDGFRA,PDGFRA,platelet derived growth factor receptor alpha,"CD140a,PDGFR2,GAS9; platelet-derived growth factor receptor, alpha polypeptide",Core,,
PDGFRB,PDGFRB,platelet derived growth factor receptor beta,"platelet-derived growth factor receptor, beta polypeptide; JTK12,CD140b,PDGFR1",Core,,
PDS5A,PDS5A,PDS5 cohesin associated factor A,"KIAA0648,PIG54,SCC-112; PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)",Core,,
PECAM1,PECAM1,platelet and endothelial cell adhesion molecule 1,CD31; CD31 antigen; platelet/endothelial cell adhesion molecule 1,Core,,
PF4/V1,PF4 | PF4V1,platelet factor 4 | platelet factor 4 variant 1,"chemokine (C-X-C motif) ligand 4; SCYB4,CXCL4 | SCYB4V1,CXCL4V1,CXCL4L1",Core,,
PFN1,PFN1,profilin 1,,Core,,
PGF,PGF,placental growth factor,"placenta growth factor; placental growth factor-like,placental growth factor, vascular endothelial growth factor-related protein; PlGF-2,SHGC-10760,D12S1900,PIGF,PLGF,PlGF",Core,,
PGK1,PGK1,phosphoglycerate kinase 1,,Add-On,,
PGR,PGR,progesterone receptor,"PR,NR3C3",Core,,
PHLDA2,PHLDA2,pleckstrin homology like domain family A member 2,"tumor suppressing subtransferable candidate 3,pleckstrin homology-like domain, family A, member 2; IPL,BWR1C,HLDA2",Core,,
PIGR,PIGR,polymeric immunoglobulin receptor,,Core,,
PLAC8,LOC107987169 | LOC124905457 | PLAC8, |  | placenta associated 8," |  | onzin,C15; placenta specific 8",Core,,
PLAC9,PLAC9,placenta associated 9,placenta specific 9,Core,,
PLCG1,PLCG1,phospholipase C gamma 1,"phospholipase C, gamma 1 (formerly subtype 148),phospholipase C, gamma 1; PLC148,PLC-II,PLCgamma1,NCKAP3",Add-On,,
PLD3,PLD3,phospholipase D family member 3,"HU-K4; phospholipase D3,phospholipase D family, member 3",Add-On,,
PNOC,PNOC,prepronociceptin,"PPNOC,N/OFQ,NOP; nocistatin,orphanin FQ",Core,,
POU5F1,POU5F1 | POU5F1B | POU5F1P3 | POU5F1P4 | POU5F1P5,POU class 5 homeobox 1 | POU class 5 homeobox 1B | POU class 5 homeobox 1 pseudogene 3 | POU class 5 homeobox 1 pseudogene 4 | POU class 5 homeobox 1 pseudogene 5,"POU domain class 5, transcription factor 1; OCT3,Oct4,MGC22487,OCT-4,Oct3/4 | POU domain class 5, transcription factor 1 pseudogene 1,POU class 5 homeobox 1 pseudogene 1; OTF3C | POU5FLC12; POU domain, class 5, transcription factor 1-like,POU domain class 5, transcription factor 1 pseudogene 3 | POU domain class 5, transcription factor 1 pseudogene 4; POU5FLC1,Oct4-pg4 | Oct4-pg5; POU domain class 5, transcription factor 1 pseudogene 5",Core,,
PPARA,PPARA,peroxisome proliferator activated receptor alpha,"hPPAR,NR1C1; peroxisome proliferative activated receptor, alpha,peroxisome proliferator-activated receptor alpha",Core,,
PPARD,PPARD,peroxisome proliferator activated receptor delta,"NUC1,NUCII,FAAR,NR1C2; peroxisome proliferative activated receptor, delta,peroxisome proliferator-activated receptor delta",Core,,
PPARG,PPARG,peroxisome proliferator activated receptor gamma,"PPARG1,PPARG2,NR1C3,PPARgamma; peroxisome proliferative activated receptor, gamma,peroxisome proliferator-activated receptor gamma",Core,,
PPIA,PPIA | PPIAL4A | PPIAL4C | PPIAL4D | PPIAL4E | PPIAL4F | PPIAL4G | PPIAL4H | PPIAP30 | PPIAP40 | PPIAP46 | PPIAP59 | PPIAP60,peptidylprolyl isomerase A | peptidylprolyl isomerase A like 4A | peptidylprolyl isomerase A like 4C | peptidylprolyl isomerase A like 4D | peptidylprolyl isomerase A like 4E | peptidylprolyl isomerase A like 4F | peptidylprolyl isomerase A like 4G | peptidylprolyl isomerase A like 4H | peptidylprolyl isomerase A pseudogene 30 | peptidylprolyl isomerase A pseudogene 40 | peptidylprolyl isomerase A pseudogene 46 | peptidylprolyl isomerase A pseudogene 59 | peptidylprolyl isomerase A pseudogene 60,"cyclophilin A,Peptidyl-prolyl cis-trans isomerase A; CYPA | COAS2; peptidylprolyl isomerase A (cyclophilin A)-like 4,peptidylprolyl isomerase A (cyclophilin A)-like 4B |  |  |  |  |  |  |  |  |  |  | ",Core,,
PRF1,PRF1,perforin 1,"PFP,P1,HPLH2; Perforin,perforin 1 (preforming protein); perforin 1 (pore forming protein)",Core,,
PROX1,PROX1,prospero homeobox 1,prospero-related homeobox 1,Add-On,,
PRSS2,PRSS2 | PRSS3 | PRSS3P2,serine protease 2 | serine protease 3 | PRSS3 pseudogene 2,"protease, serine 2; trypsin 2; TRY2 | TRY3,TRY4; protease, serine, 4 (trypsin 4, brain),protease, serine, 3 (mesotrypsin),protease, serine 3; mesotrypsin | trypsinogen C; protease, serine 3 pseudogene 2; TRY6",Core,,
PRTN3,PRTN3,proteinase 3,"PR-3,ACPA,C-ANCA,AGP7,MBT,P29; myeloblastin,serine proteinase, neutrophil,Wegener granulomatosis autoantigen",Core,,
PSAP,PSAP,prosaposin,"sphingolipid activator protein-1,sphingolipid activator protein-2; variant Gaucher disease and variant metachromatic leukodystrophy,saposin-A,saposin-B,saposin-C,saposin-D",Core,,
PSCA,PSCA,prostate stem cell antigen,lncPSCA,Core,,
PSD3,PSD3,pleckstrin and Sec7 domain containing 3,"KIAA0942,HCA67,EFA6R,DKFZp761K1423,EFA6D",Core,,
PTEN,PTEN | PTENP1,phosphatase and tensin homolog | phosphatase and tensin homolog pseudogene 1,"MMAC1,TEP1,PTEN1; mutated in multiple advanced cancers 1 | PTEN2,psiPTEN,PTH2,PTEN-rs,PTENpg1; phosphatase and tensin homolog pseudogene 1 (functional)",Add-On,,
PTGDR2,PTGDR2,prostaglandin D2 receptor 2,"G protein-coupled receptor 44; chemoattractant receptor homologous molecule expressed on T helper type 2 cells; CRTH2,CD294,DP2",Core,,
PTGDS,PTGDS,prostaglandin D2 synthase,"prostaglandin D2 synthase (21kD, brain),prostaglandin D2 synthase 21kDa (brain); lipocalin-type prostaglandin D synthase; PGDS,L-PGDS",Core,,
PTGES,PTGES,prostaglandin E synthase,"MGST-IV,PIG12,MGST1-L1,TP53I12; microsomal glutathione S-transferase 1-like 1,tumor protein p53 inducible protein 12,p53-induced gene 12,microsomal prostaglandin E synthase-1,glutathione S-transferase 1-like 1,MGST1-like 1",Core,,
PTGES2,PTGES2,prostaglandin E synthase 2,FLJ14038; chromosome 9 open reading frame 15,Core,,
PTGES3,PTGES3,prostaglandin E synthase 3,"p23,TEBP,cPGES; prostaglandin E synthase 3 (cytosolic)",Core,,
PTGIS,PTGIS,prostaglandin I2 synthase,"prostaglandin I2 (prostacyclin) synthase; cytochrome P450, family 8, subfamily A, polypeptide 1,prostacyclin synthase; PGIS,CYP8A1",Core,,
PTGS1,PTGS1,prostaglandin-endoperoxide synthase 1,"COX1,PGHS-1,PTGHS; prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase); cyclooxygenase-1",Core,,
PTGS2,PTGS2,prostaglandin-endoperoxide synthase 2,"prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase); prostaglandin G/H synthase 2,cyclooxygenase 2; COX2",Core,,
PTK2,PTK2,protein tyrosine kinase 2,"FAK,FADK,FAK1,PPP1R71; protein phosphatase 1, regulatory subunit 71; PTK2 protein tyrosine kinase 2",Core,,
PTK6,PTK6,protein tyrosine kinase 6,PTK6 protein tyrosine kinase 6; BRK,Core,,
PTPRC,PTPRC,protein tyrosine phosphatase receptor type C,"LCA,T200,GP180",Core,,
PTPRCAP,CORO1B | PTPRCAP,coronin 1B | protein tyrosine phosphatase receptor type C associated protein,"coronin, actin-binding protein, 1B; coronin-2 | LPAP,CD45-AP",Core,,
PTTG1,PTTG1 | PTTG3P,"PTTG1 regulator of sister chromatid separation, securin | pituitary tumor-transforming 3, pseudogene","PTTG,HPTTG,EAP1,securin,ECRAR; pituitary tumor-transforming 1; ESP1-associated protein 1,tumor-transforming protein 1,endogenous cardiac regeneration-associated regulator | pituitary tumor-transforming 3",Core,,
PXDN,PXDN,peroxidasin,"peroxidasin homolog (Drosophila); KIAA0230,PRG2,MG50,D2S448,D2S448E,PXN",Add-On,,
QRFPR,QRFPR,pyroglutamylated RFamide peptide receptor,peptide P518 receptor; G protein-coupled receptor 103,Core,,
RAC1,RAC1,Rac family small GTPase 1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1); TC-25,p21-Rac1,Rac-1",Core,,
RAC2,RAC2,Rac family small GTPase 2,"EN-7; ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)",Core,,
RACK1,RACK1,receptor for activated C kinase 1,"Gnb2-rs1,H12.3; guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1",Core,,
RAG1,RAG1,recombination activating 1,"RNF74,MGC43321; recombination activating protein 1,RING finger protein 74,V(D)J recombination-activating protein 1; recombination activating gene 1",Core,,
RAMP1,RAMP1,receptor activity modifying protein 1,,Core,,
RAMP2,RAMP2,receptor activity modifying protein 2,,Core,,
RAMP3,RAMP3,receptor activity modifying protein 3,,Core,,
RARA,RARA,retinoic acid receptor alpha,"RAR,NR1B1,RARalpha,RAR-alpha; retinoic acid receptor, alpha",Core,,
RARB,RARB,retinoic acid receptor beta,"HAP,NR1B2,RRB2,RARbeta,RAR-beta; retinoic acid receptor, beta",Core,,
RARG,RARG,retinoic acid receptor gamma,"retinoic acid receptor, gamma; RARC,NR1B3,RARgamma,RAR-gamma",Core,,
RARRES1,RARRES1,retinoic acid receptor responder 1,"retinoic acid receptor responder (tazarotene induced) 1; TIG1,LXNL; latexin-like",Core,,
RARRES2,RARRES2,retinoic acid receptor responder 2,"chemerin; retinoic acid receptor responder (tazarotene induced) 2; TIG2,HP10433",Core,,
RB1,RB1,RB transcriptional corepressor 1,"prepro-retinoblastoma-associated protein,protein phosphatase 1, regulatory subunit 130; osteosarcoma,retinoblastoma 1; RB,PPP1R130",Core,,
RBM47,RBM47,RNA binding motif protein 47,"FLJ20273,NET18",Core,,
RBPJ,RBPJ,recombination signal binding protein for immunoglobulin kappa J region,"recombining binding protein suppressor of hairless (Drosophila); SUH,IGKJRB,RBPJK,KBF2,RBP-J,CBF1; suppressor of hairless homolog (Drosophila)",Core,,
REG1A,REG1A,regenerating family member 1 alpha,"pancreatic stone protein,pancreatic thread protein; PSP,PTP,PSPS,PSPS1; regenerating islet-derived 1 alpha (pancreatic stone protein, pancreatic thread protein)",Core,,
RELA,RELA,"RELA proto-oncogene, NF-kB subunit","nuclear factor of kappa light polypeptide gene enhancer in B-cells 3,v-rel avian reticuloendotheliosis viral oncogene homolog A; p65",Core,,
RELT,RELT,RELT TNF receptor,"receptor expressed in lymphoid tissues; FLJ14993; tumor necrosis factor receptor superfamily, member 19-like,RELT tumor necrosis factor receptor",Core,,
RGCC,RGCC,regulator of cell cycle,"response gene to complement 32; bA157L14.2,RGC-32,RGC32; chromosome 13 open reading frame 15",Core,,
RGS1,RGS1,regulator of G protein signaling 1,"1R20,IR20,BL34; regulator of G-protein signalling 1,regulator of G-protein signaling 1",Core,,
RGS13,RGS13,regulator of G protein signaling 13,"regulator of G-protein signalling 13,regulator of G-protein signaling 13",Add-On,,
RGS2,RGS2,regulator of G protein signaling 2,"regulator of G-protein signalling 2, 24kD,regulator of G-protein signalling 2, 24kDa,regulator of G-protein signaling 2, 24kDa,regulator of G-protein signaling 2",Core,,
RGS5,RGS5,regulator of G protein signaling 5,"regulator of G-protein signalling 5,regulator of G-protein signaling 5",Core,,
RNF43,RNF43,ring finger protein 43,"FLJ20315,DKFZp781H0392,URCC",Core,,
ROR1,ROR1,receptor tyrosine kinase like orphan receptor 1,,Core,,
RORA,RORA,RAR related orphan receptor A,"RZRA,ROR1,ROR2,ROR3,NR1F1; RAR-related orphan receptor A",Core,,
RPL21,RPL21 | RPL21P28 | RPL21P44,ribosomal protein L21 | ribosomal protein L21 pseudogene 28 | ribosomal protein L21 pseudogene 44,"60S ribosomal protein L21; L21,FLJ27458,MGC71252,MGC104274,MGC104275,DKFZp686C06101 |  | ",Core,,
RPL22,RPL22,ribosomal protein L22,"EAP,L22",Core,,
RPL32,ANKRD42 | MTHFD1L | RPL32 | RPS29,ankyrin repeat domain 42 | methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like | ribosomal protein L32 | ribosomal protein S29,"protein phosphatase 1, regulatory subunit 79; FLJ37874,SARP,PPP1R79 | formyltetrahydrofolate synthetase domain containing 1; DKFZP586G1517,FLJ21145; 10-formyl-THF synthetase,mitochondrial C1-tetrahydrofolate synthase,monofunctional C1-tetrahydrofolate synthase, mitochondrial | L32 | S29,uS14",Core,,
RPL34,RPL34,ribosomal protein L34,L34,Core,,
RPL37,RPL37,ribosomal protein L37,L37; 60S ribosomal protein L37a,Core,,
RPS4Y1,RPS4Y1 | RPS4Y2,ribosomal protein S4 Y-linked 1 | ribosomal protein S4 Y-linked 2,"ribosomal protein S4, Y-linked; MGC5070,MGC119100,S4; ribosomal protein S4Y,40S ribosomal protein S4, Y | ribosomal protein S4, Y-linked 2 pseudogene",Core,,
RSPO3,RSPO3,R-spondin 3,"thrombospondin, type I, domain containing 2,R-spondin 3 homolog (Xenopus laevis); FLJ14440",Core,,
RUNX3,RUNX3,RUNX family transcription factor 3,"AML2,PEBP2A3; runt-related transcription factor 3,runt related transcription factor 3",Core,,
